1.0,-0.623694,0.929657,1.429347,0.929596,1.435425
1.080059738892306,-0.5416275,0.901025,1.312806,0.901023,1.31028
1.1665290395761165,-0.5150165,0.883993,1.26214,0.887124,1.268811
1.2599210498948732,-0.5044895,0.852007,1.210229,0.850475,1.204953
1.360790000174377,-0.279015,0.920263,1.116049,0.920892,1.117947
1.4697344922755988,-0.2744,0.884494,1.070488,0.886396,1.071386
1.5874010519681996,-0.292136,0.869103,1.063265,0.866995,1.062502
1.7144879657061458,-0.382626,0.827539,1.078209,0.824714,1.075853
1.851749424574581,-0.4536085,0.778237,1.067935,0.780807,1.067113
2.0,-0.5092185,0.746783,1.060342,0.740669,1.056702
